date,cash_remaining,portfolio_value,daily_return,total_realised_pnl
2022-03-17,20039.35136844148,10039.35136844148,-1.8118594885161772e-14,39.351368441489996
2022-03-17,20039.35136844148,10039.35136844148,0.0,39.351368441489996
2022-03-18,10036.86404590406,10036.86404590406,-0.024775729488244753,36.86404590407068
2022-03-18,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-19,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-19,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-20,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-20,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-21,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-21,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-22,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-22,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-23,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-23,10036.86404590406,10036.86404590406,0.0,36.86404590407068
2022-03-24,20036.86404590406,10036.864045904062,1.8123085011679192e-14,36.86404590407068
2022-03-24,20036.86404590406,10036.864045904062,0.0,36.86404590407068
2022-03-25,10059.709236169776,10059.709236169776,0.2276128296769868,59.709236169784276
2022-03-25,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-26,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-26,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-27,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-27,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-28,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-28,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-29,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-29,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-30,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-30,10059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-31,20059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-03-31,20059.709236169776,10059.709236169776,0.0,59.709236169784276
2022-04-01,10118.047530342008,10118.047530342008,0.579920282014476,118.0475303420162
2022-04-01,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-02,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-02,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-03,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-03,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-04,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-04,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-05,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-05,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-06,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-06,10118.047530342008,10118.047530342008,0.0,118.0475303420162
2022-04-07,20118.04753034201,10118.04753034201,1.7977672056699377e-14,118.0475303420162
2022-04-07,20118.04753034201,10118.04753034201,0.0,118.0475303420162
2022-04-08,10098.032248128087,10098.032248128087,-0.19781763382609838,98.03224812809367
2022-04-08,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-09,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-09,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-10,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-10,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-11,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-11,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-12,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-12,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-13,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-13,10098.032248128087,10098.032248128087,0.0,98.03224812809367
2022-04-14,20098.03224812809,10098.03224812809,1.8013305551515244e-14,98.03224812809367
2022-04-14,20098.03224812809,10098.03224812809,0.0,98.03224812809367
2022-04-15,10066.426636588407,10066.426636588407,-0.31298782538094133,66.42663658841016
2022-04-15,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-16,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-16,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-17,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-17,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-18,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-18,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-19,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-19,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-20,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-20,10066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-21,20066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-21,20066.426636588407,10066.426636588407,0.0,66.42663658841016
2022-04-22,10030.692554146628,10030.692554146628,-0.35498279311842657,30.69255414663077
2022-04-22,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-23,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-23,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-24,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-24,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-25,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-25,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-26,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-26,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-27,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-27,10030.692554146628,10030.692554146628,0.0,30.69255414663077
2022-04-28,20030.692554146626,10030.692554146626,-1.8134235435158434e-14,30.69255414663077
2022-04-28,20030.692554146626,10030.692554146626,0.0,30.69255414663077
2022-04-29,9971.362147775139,9971.362147775139,-0.591488634022193,-28.637852224855486
2022-04-29,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-04-30,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-04-30,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-05-01,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-05-01,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-05-02,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-05-02,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-05-03,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-05-03,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-05-04,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-05-04,9971.362147775139,9971.362147775139,0.0,-28.637852224855486
2022-05-05,19971.362147775137,9971.362147775137,-1.8242135593798673e-14,-28.637852224855486
2022-05-05,19971.362147775137,9971.362147775137,0.0,-28.637852224855486
2022-05-06,9984.700504374756,9984.700504374756,0.13376664493722426,-15.299495625236535
2022-05-06,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-07,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-07,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-08,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-08,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-09,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-09,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-10,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-10,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-11,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-11,9984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-12,19984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-12,19984.700504374756,9984.700504374756,0.0,-15.299495625236535
2022-05-13,9924.907254596947,9924.907254596947,-0.5988487060939993,-75.09274540304592
2022-05-13,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-14,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-14,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-15,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-15,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-16,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-16,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-17,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-17,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-18,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-18,9924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-19,19924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-19,19924.907254596947,9924.907254596947,0.0,-75.09274540304592
2022-05-20,9968.833828232406,9968.833828232406,0.44258926062118664,-31.166171767587024
2022-05-20,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-21,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-21,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-22,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-22,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-23,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-23,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-24,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-24,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-25,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-25,9968.833828232406,9968.833828232406,0.0,-31.166171767587024
2022-05-26,19968.833828232404,9968.833828232404,-1.824676220797619e-14,-31.166171767587024
2022-05-26,19968.833828232404,9968.833828232404,0.0,-31.166171767587024
2022-05-27,9946.442657673022,9946.442657673022,-0.2246117343832994,-53.55734232696841
2022-05-27,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-05-28,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-05-28,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-05-29,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-05-29,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-05-30,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-05-30,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-05-31,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-05-31,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-06-01,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-06-01,9946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-06-02,19946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-06-02,19946.442657673022,9946.442657673022,0.0,-53.55734232696841
2022-06-03,10008.182924904742,10008.182924904742,0.6207271218126589,8.182924904752717
2022-06-03,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-04,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-04,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-05,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-05,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-06,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-06,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-07,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-07,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-08,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-08,10008.182924904742,10008.182924904742,0.0,8.182924904752717
2022-06-09,20008.182924904744,10008.182924904744,1.817502155180851e-14,8.182924904752717
2022-06-09,20008.182924904744,10008.182924904744,0.0,8.182924904752717
2022-06-10,10011.945238264616,10011.945238264616,0.037592372042975795,11.945238264624843
2022-06-10,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-11,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-11,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-12,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-12,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-13,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-13,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-14,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-14,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-15,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-15,10011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-16,20011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-16,20011.945238264616,10011.945238264616,0.0,11.945238264624843
2022-06-17,9956.236333018269,9956.236333018269,-0.5564243902716667,-43.763666981723404
2022-06-17,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-18,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-18,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-19,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-19,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-20,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-20,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-21,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-21,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-22,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-22,9956.236333018269,9956.236333018269,0.0,-43.763666981723404
2022-06-23,19956.23633301827,9956.23633301827,1.8269849596814696e-14,-43.763666981723404
2022-06-23,19956.23633301827,9956.23633301827,0.0,-43.763666981723404
2022-06-24,9906.604598552607,9906.604598552607,-0.4984989588994375,-93.395401447386
2022-06-24,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-25,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-25,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-26,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-26,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-27,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-27,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-28,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-28,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-29,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-29,9906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-30,19906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-06-30,19906.604598552607,9906.604598552607,0.0,-93.395401447386
2022-07-01,9902.971454494322,9902.971454494322,-0.03667395849044123,-97.02854550567098
2022-07-01,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-02,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-02,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-03,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-03,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-04,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-04,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-05,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-05,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-06,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-06,9902.971454494322,9902.971454494322,0.0,-97.02854550567098
2022-07-07,19902.97145449432,9902.97145449432,-1.8368117205067112e-14,-97.02854550567098
2022-07-07,19902.97145449432,9902.97145449432,0.0,-97.02854550567098
2022-07-08,9890.106521769385,9890.106521769385,-0.1299098233702009,-109.89347823060673
2022-07-08,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-09,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-09,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-10,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-10,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-11,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-11,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-12,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-12,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-13,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-13,9890.106521769385,9890.106521769385,0.0,-109.89347823060673
2022-07-14,19890.106521769383,9890.106521769383,-1.8392010233075135e-14,-109.89347823060673
2022-07-14,19890.106521769383,9890.106521769383,0.0,-109.89347823060673
